id,title,sector,sector_label,skill_tag
3787,웹 서비스 개발자,WEB/Full-stack,2,"PHP,VUE.JS,CSS,PYTHON,JAVASCRIPT,HTML"
3788,[BLIMP] 백엔드 엔지니어,Back-end,0,"KOTLIN,JAVA,SPRING,PYTHON"
3789,"안드로이드 & iOS, 프론트엔드 개발자",Mobile,5,
3790,[글로벌 B2C 앱] 열정적인 모바일 앱 개발자,Mobile,5,
3791,클라우드 엔지니어,DevOps,10,"AZURE,GCP(GOOGLE CLOUD PLATFORM),AWS BACKUP"
3792,서버(백엔드) 개발 l 모빌리티,Back-end,0,"MYBATIS,AMAZON WEB SERVICES(AWS),JSP,SPRING,MYSQL,JAVA"
3793,iOS 개발자 (Senior),IOS,4,"MVVM(MODEL-VIEW-VIEWMODEL),SWIFT"
3794,[연구개발팀] VAP 서비스 Backend 개발자,Back-end,0,"MONGODB,GIT,DOCKER,JAVA"
3795,iOS 개발자 (Junior),IOS,4,"MVVM(MODEL-VIEW-VIEWMODEL),SWIFT"
3796,[연구개발팀] SmartPay 서비스 개발자,Anonymous,22,PHP
3797,웹 Front-end 개발자,Front-end,1,"JENKINS,GIT,REQUIREJS,JQUERY,JAVASCRIPT"
3798,의료 인공지능 시니어 리서치 엔지니어 (Medical AI Senior Research Engineer),Machine-learning,9,
3799,백엔드 엔지니어 (Python+Django),Back-end,0,"MARIADB,DRF(DJANGO REST FRAMEWORK),DJANGO,PYTHON"
3800,"Backend Engineer (JAVA, Spring) ",JAVA-dev,21,"SPRING,JAVA"
3801,카카오/네이버 서비스 연동 서버/백엔드 개발자,Back-end,0,"NETTY,TCP/IP,APACHE KAFKA,GIT,REST API,SPRING BOOT,RABBITMQ,AWS MSK,AWS ELASTICACHE,REDIS,MARIADB,JAVA"
3802,프론트엔드 개발자,Front-end,1,"REACTJS,JQUERY,NODE.JS,HTML,JAVASCRIPT"
3803,모바일 앱 프론트엔드 엔지니어 (Flutter),Mobile,5,"IOS,ANDROID,FLUTTER"
3804,백엔드 개발자,Back-end,0,"AWS S3,BITBUCKET,GIT,JENKINS,DOCKER,SPRING,APACHE MAVEN,LINUX,PHP,LARAVEL,JAVA"
3805,JAVA 개발자,JAVA-dev,21,"ORACLE,MSSQL(MICROSOFT SQL SERVER),MYSQL,JAVA"
3806,공공 SI 개발자 PL,Anonymous,22,"HTML,JAVASCRIPT,MYSQL,JAVA"
3807,실감형 공간 솔루션(VR) 프론트엔드 개발,Front-end,1,"TAILWIND CSS,BOOTSTRAP,VUETIFY.JS,SASS(SCSS),TYPESCRIPT,WEBGL,REST API,REACTJS,VUE.JS,CSS,HTML,JAVASCRIPT"
3808,MLOps Engineer,DevOps,10,PYTHON
3809,(보충역 신규) 산업기능요원 서버 개발자,Back-end,0,"DATABASE,SQL,RUBY ON RAILS"
3810,게임 서버 개발자,Game,11,"REDIS,TCP/IP,.NET,C#"
3811,코어팀 백엔드 개발자,Back-end,0,"NOSQL,KOTLIN,JAVA,NODE.JS"
3812,게임 클라이언트 개발자,Game,11,UNITY
3813,백엔드 개발자,Back-end,0,"NOSQL,GIT,ES6,JAVASCRIPT,NODE.JS"
3814,프로덕트 엔지니어 [Back-end],Back-end,0,
3815,Back-end 개발자,Back-end,0,"GIT,NODE.JS,SPRING,MYSQL,JAVA"
3816,"웹 개발자 (풀스택, 프론트, 백엔드)",WEB/Full-stack,2,"REACTJS,JQUERY,NODE.JS,HTML,JAVASCRIPT"
3817,프론트엔드 개발자,Front-end,1,"REDUX.JS,CSS,JQUERY,JAVASCRIPT,HTML,REACTJS"
3818,앱 개발,Mobile,5,"GOOGLE CLOUD FUNCTIONS,FIREBASE,IONIC,NODE.JS,TYPESCRIPT,ANGULAR"
3819,"소프트웨어 엔지니어( FinOps), Senior Software Engineer (FinOps)",DevOps,10,"RUBY ON RAILS,JAVA"
3820,[VLLO] 개발자채용,Anonymous,22,
3821,프로덕트 엔지니어 [Front-end],Front-end,1,"GRAPHQL,TYPESCRIPT,REACTJS,REACT NATIVE"
3822,[카카오워크] 서버개발자,Back-end,0,
3823,iOS 개발자 (산업기능요원 전직/보충역 포함),IOS,4,"OBJECTIVE-C,SWIFT,IOS"
3824,백엔드 개발자,Back-end,0,"NOSQL,MONGODB,MARIADB,SPRING BOOT,REDIS,MYSQL,JAVA"
3825,데이터 엔지니어,Data-engineer,7,"SQL,PYTHON"
3826,백엔드 개발자 (산업기능요원 전직/보충역 포함),Back-end,0,"JAVA,NODE.JS,PYTHON"
3827,Datamaker Platform Frontend Engineer,Front-end,1,"JAVASCRIPT,HTML,CSS,VUE.JS,ANGULARJS,REACTJS"
3828,안드로이드 엔지니어(Android App Engineeer),Android,3,"ANDROID,KOIN,BUTTER KNIFE,RETROFIT,XML,GRADLE,RXJAVA,KOTLIN"
3829,Cloud 서비스 개발 담당자,DevOps,10,"JAVASCRIPT,AWS CLOUD9"
3830,"Frontend Engineer 신입/경력 (React or Vue or Angular, Front)",Front-end,1,"JQUERY,CSS3,RXJS,HTML5,VUE.JS,ANGULARJS,REACT NATIVE,TYPESCRIPT,JAVASCRIPT"
3831,Backend Engineer 신입/경력 (Java / Spring),JAVA-dev,21,"RABBITMQ,REDIS,KOTLIN,AMAZON WEB SERVICES(AWS),ELASTICSEARCH,APACHE CASSANDRA,APACHE KAFKA,KUBERNETES,DOCKER,LINUX,NOSQL,POSTGRESQL,SPRING,MYSQL,JAVA"
3832,PHP (WordPress) 신입/경력 개발자,PHP-dev,25,
3833,백엔드 경력 개발자,Back-end,0,
3834,웹 프론트엔드 개발자,Front-end,1,"NODE.JS,CSS,HTML,JAVASCRIPT"
3835,클라우드 소프트웨어 front-end 개발,Front-end,1,"AZURE,MONGODB,NODE.JS,REACT NATIVE,TYPESCRIPT,JAVASCRIPT,CSS,HTML"
3836,프론트엔드 엔지니어,Front-end,1,"REACT NATIVE,JAVASCRIPT"
3837,"프론트 및 백엔드, 파이썬 개발자",WEB/Full-stack,2,"ES6,WEBPACK,REACTJS,JAVASCRIPT,GIT,NODE.JS,PYTHON"
3838,Mobile Engineer 신입/경력 (Android / iOS / Flutter) 채용,Mobile,5,"OBJECTIVE-C,FLUTTER,REACTJS,SWIFT,KOTLIN,IOS,JAVA,ANDROID"
3839,서버/백엔드 개발자 (병역특례 가능),Back-end,0,"SPRING BOOT,MARIADB,JAVA"
3840,Data Scientist,Data-scientist,8,"R,TENSORFLOW,PYTHON"
3841,백엔드 개발자,Back-end,0,"DOCKER,AMAZON WEB SERVICES(AWS),DJANGO"
3842,"플랫폼 APP개발자, 서버/웹개발자",Back-end,0,"JAVASCRIPT,ANDROID,IOS,PYTHON,DJANGO,JAVA"
3843,Web Portal 구축 개발자,DevOps,10,
3844,"시스템 프로그램 C, Shell, IPC 등 / 대외접속 통신프로그램 TCP, FIX",DevOps,10,"LINUX,C,JAVASCRIPT,MYSQL"
3845,파이썬 백엔드 개발자,Back-end,0,"REDIS,KUBERNETES,MONGODB,GIT,CELERY,FLASK,PYTHON,DOCKER"
3846,Front-end 엔지니어 개발자(계약직/정규직) ,Front-end,1,"SEO,GIT,NEXT.JS,REDUX-SAGA,WEBPACK,REACTJS,NODE.JS,JAVASCRIPT"
3847,CJ ENM 커머스부문 IT Front-end/Back-end 개발자 채용,WEB/Full-stack,2,
3848,데이터사이언티스트 (수석급),Data-scientist,8,DATA ANALYSYS
3849,클라이언트 프로그래머,Anonymous,22,"IOS,ANDROID,C++,C#,UNITY"
3850,iOS 개발자,IOS,4,"REACTJS,JAVASCRIPT,REACT NATIVE,OBJECTIVE-C,SWIFT,IOS"
3851,DevOps(AIOps) 개발,DevOps,10,"GIT,DOCKER,PYTHON,JAVASCRIPT,KERAS,TENSORFLOW"
3852,서버 프로그래머,Back-end,0,"AMAZON WEB SERVICES(AWS),GIT,NODE.JS,JAVASCRIPT"
3853,웹개발자,WEB/Full-stack,2,"MARIADB,AWS RDS,AWS EC2,VUE.JS,NODE.JS,REACTJS,PHP,JAVA"
3854,DApp 및 Web/Mobile 서비스 개발자,Mobile,5,"ANDROID,SWIFT,REACT NATIVE,PHP,JAVA"
3855,데이터 분석 서비스 구축 및 운영 ,Data-analyst,6,JAVA
3856,[핑퐁] 머신러닝 리서치 사이언티스트,Machine-learning,9,"PYTORCH,TENSORFLOW,PYTHON,NLP"
3857,Back-end 개발자,Back-end,0,"AWS EC2,AWS S3,JAVA,DOCKER,GIT,MYSQL,PHP"
3858,서버 엔지니어(Ruby on Rails),Back-end,0,"RUBY,RUBY ON RAILS,GRAPHQL,POSTGRESQL,AWS SIMPLE QUEUE SERVICE(AWS SQS)"
3859,Backend Engineer,Back-end,0,"ELASTICSEARCH,GIT,DOCKER,MYSQL,FLASK,PYTHON"
3860,클라우드  서비스 플랫폼 구축 및 운영   ,DevOps,10,"JAVASCRIPT,MYSQL,JAVA"
3861,[독일 근무] 머신러닝/컴퓨터 비전 연구원,Computer-vision,16,"C++,PYTHON,PYTORCH,KERAS,TENSORFLOW,OPENCV"
3862,[독일 또는 한국 근무] React 개발자,Front-end,1,"THREEJS,CSS,HTML,REACTJS,JAVASCRIPT"
3863,Engineering Manager,Project-manager,13,"DOCKER,MYSQL,PYTHON"
3864,[독일 또는 한국 근무] iOS 개발자,IOS,4,"FIREBASE,OBJECTIVE-C,SWIFT,IOS"
3865,Client Engineer,Anonymous,22,"RXJAVA,SWIFT,IOS,DAGGER2,GITHUB,GIT,REACT NATIVE,KOTLIN,ANDROID"
3866,서버(백엔드) 개발 [모빌리티],Back-end,0,"AMAZON WEB SERVICES(AWS),MYBATIS,JSP,SPRING,JAVA"
3867,시니어 프론트엔드 개발자 (Sr. Web Front-end Developer),Front-end,1,"JQUERY,REACTJS,CSS,HTML,JAVASCRIPT"
3868,프론트앤드 개발자,Front-end,1,"JAVA,JAVASCRIPT"
3869,iOS 앱 개발자,IOS,4,"JAVASCRIPT,SWIFT,IOS"
3870,[ios 앱] 유지/보수/개발,IOS,4,"FIREBASE,IOS,SWIFT"
3871,[핑퐁] 머신러닝 소프트웨어 엔지니어,Machine-learning,9,"GIT,DOCKER,DJANGO,PYTORCH,TENSORFLOW,PYTHON"
3872,퀀트 개발자,Anonymous,22,"C++,LINUX,PANDAS,SQL,PYTHON"
3873,웹프로그래머[php/java] 개발자,JAVA-dev,21,"SPRING,CODEIGNITER,GIT,CRAWLING,SELENIUM,SVN(APACHE SUBVERSION),MVC,PHP,JAVA,AJAX,JQUERY,MARIADB,MYSQL"
3874,웹 개발자,WEB/Full-stack,2,"GIT,JAVASCRIPT,JAVA,SPRING"
3875,React Native 모바일 개발자(iOS),Mobile,5,"IOS,REACT NATIVE,SWIFT,OBJECTIVE-C"
3876,웹 서비스 개발자,WEB/Full-stack,2,"WINDOWS SERVER,MSSQL(MICROSOFT SQL SERVER),.NET"
3877,백엔드 개발자 (팀장급),Back-end,0,
3878,시스템 엔지니어,DevOps,10,"LINUX,WINDOWS EMBEDDED"
3879,웹 개발자,WEB/Full-stack,2,"JAVA,ANGULARJS,MYSQL,REACTJS,NODE.JS,PHP"
3880,iOS 앱 개발자,IOS,4,"REALM,IOS,SWIFT"
3881,React Engineer,Front-end,1,"BABEL,REDUX.JS,ES6,GRAPHQL,TYPESCRIPT,WEBPACK,REACTJS,CSS,HTML"
3882,차장급 개발자,Anonymous,22,"SHELL SCRIPT,JAVASCRIPT,JAVA"
3883,과장급 개발자,Anonymous,22,"SHELL SCRIPT,LINUX,JAVASCRIPT,JAVA"
3884,프론트엔드 개발자,Front-end,1,"NGINX,CSS,VUEX,VUE.JS"
3885,전광판 프로그램 개발 및 유지보수,Anonymous,22,"JAVASCRIPT,C,C#,ANDROID,JAVA"
3886,영상 보안 코어 연구/개발,Security,15,
3887,서버 개발자,Back-end,0,"JAVA,GRADLE,APACHE TOMCAT"
3888,웹 서비스 개발자,WEB/Full-stack,2,"CSS,HTML,DOCKER,DJANGO,PYTHON"
3889,"영상보안 프론트엔드 개발, 수행",Front-end,1,
3890,"영상보안 백엔드 개발, 수행",Back-end,0,
3891,영상보안 관련 인공지능/컴퓨터비전 연구/개발,Computer-vision,16,
3892,백엔드 개발자(판교 연구소),Back-end,0,"NODE.JS,SPRING,KOTLIN,JAVA"
3893,Python 백엔드 개발자,Back-end,0,"DOCKER,KERAS,PYTHON,DJANGO"
3894,서버 개발자,Back-end,0,"JAVA,LARAVEL,PHP,MYSQL"
3895,이러닝 웹 솔루션 개발자,WEB/Full-stack,2,"PHP,REACTJS,JAVASCRIPT,CSS,HTML"
3896,"AI 연구 개발, 서비스 개발",Machine-learning,9,"AMAZON WEB SERVICES(AWS),TENSORFLOW,DOCKER,GIT,PYTHON,GO"
3897,웹/앱 리액트/리액트 네이티브 개발자,Front-end,1,"NODE.JS,JAVASCRIPT,REACT NATIVE"
3898,안드로이드 앱 개발자,Android,3,ANDROID
3899,프론트엔드 웹 개발자,Front-end,1,"REACTJS,JQUERY,CSS,HTML,JAVASCRIPT"
3900,iOS 앱 개발자,IOS,4,"IOS,SWIFT,REACT NATIVE"
3901,백엔드 웹 개발자,Back-end,0,"LARAVEL,PHP,MYSQL"
3902,이러닝 웹 솔루션 개발자 – 시니어,WEB/Full-stack,2,"MYSQL,ES6,REACTJS,CSS,JAVASCRIPT,HTML,PHP"
3903,Windows 어플리케이션 개발자,Anonymous,22,"WPF,.NET,C#"
3904,DevOps 엔지니어,DevOps,10,"LINUX,PHP,PYTHON,MYSQL"
3905,프론트엔드 개발자,Front-end,1,"GIT,JQUERY,BOOTSTRAP,VUE.JS"
3906,웹 풀스택 개발자,WEB/Full-stack,2,"GIT,DOCKER,WEBPACK,JAVASCRIPT,HTML,CSS,RUBY ON RAILS"
3907,안드로이드 앱 개발자,Android,3,"KOTLIN,ANDROID,JAVA,REACT NATIVE"
3908,프론트엔드 엔지니어(Front-end),Front-end,1,"SASS(SCSS),CSS,HTML5,REACTJS,JAVASCRIPT"
3909,Senior Linux App 개발자,Anonymous,22,"C,LINUX,PYTHON,C++"
3910,프론트엔드 개발자,Front-end,1,"ES6,REACTJS,CSS,HTML,JAVASCRIPT"
3911,풀스택 개발자(Full-stack Developer),WEB/Full-stack,2,"GO,PYTHON,NODE.JS,JAVA,VUE.JS,REACTJS,JAVASCRIPT,CSS,HTML5"
3912,시니어 백엔드 엔지니어(Back-end),Back-end,0,"SPRING BOOT,QUERYDSL,SPRING DATA JPA,MONGODB,AWS LAMBDA,AWS S3,AWS EC2,GIT,REDIS,MYSQL,JAVA"
3913,백엔드 엔지니어(Back-end),Back-end,0,"JAVA,MYSQL,REDIS,GIT,AWS EC2,AWS S3,AWS LAMBDA,MONGODB,SPRING DATA JPA,QUERYDSL,SPRING BOOT"
3914,Datamaker Platform Python Engineer,Data-engineer,7,PYTHON
3915,프론트엔드 엔지니어(리더급),Front-end,1,"REDUX.JS,CSS,HTML,JAVASCRIPT,REACTJS,TYPESCRIPT"
3916,인공지능 연구소 딥러닝 연구개발,Machine-learning,9,
3917,프론트엔드 엔지니어 (주니어),Front-end,1,"REDUX.JS,CSS,HTML,JAVASCRIPT,REACTJS,TYPESCRIPT"
3918,"주니어 백엔드 엔지니어(산업기능요원 보충역, 전직)",Back-end,0,"NODE.JS,MYSQL,DOCKER,GIT"
3919,주니어 백엔드 엔지니어,Back-end,0,"GIT,DOCKER,MYSQL,NODE.JS"
3920,이더리움 스마트 컨트렉트 개발자,Block-chain,17,"PYTHON,NODE.JS,GO"
3921,프론트엔드 엔지니어,Front-end,1,"TYPESCRIPT,REACTJS,JAVASCRIPT,HTML,CSS,REDUX.JS"
3922,데이터 엔지니어,Data-engineer,7,
3923,Datamaker Platform Backend Engineer,Back-end,0,"DJANGO,PYTHON,GIT,POSTGRESQL"
3924,DevOps 엔지니어,DevOps,10,"JAVA,PYTHON,GO"
3925,PHP 엔지니어,PHP-dev,25,
3926,백엔드 엔지니어,Back-end,0,NODE.JS
3927,추천 엔지니어,Data-scientist,8,
3928,백엔드 엔지니어,Back-end,0,"AWS S3,APACHE AURORA,AWS ECS,AWS SIMPLE NOTIFICATION SERVICE(AWS SNS),AWS SIMPLE QUEUE SERVICE(AWS SQS),GIT,DOCKER,MYSQL,NODE.JS"
3929,인프라 엔지니어,DevOps,10,
3930,안드로이드 앱 엔지니어,Android,3,KOTLIN
3931,데이터 엔지니어,Data-engineer,7,SQL
3932,웹 프론트엔드 엔지니어 (React),Front-end,1,
3933,DevOps,DevOps,10,
3934,백엔드 엔지니어,Back-end,0,
3935,데이터분석가,Data-analyst,6,SQL
3936,CTO 채용,CTO,19,"DOCKER,TYPESCRIPT,JAVASCRIPT,NODE.JS"
3937,검색 엔지니어,Data-engineer,7,
3938,서버 엔지니어,Back-end,0,
3939,프론트엔드 ,Front-end,1,"ANGULARJS,REACTJS,CSS,HTML,JAVASCRIPT"
3940,개발 리드,CTO,19,NODE.JS
3941,시니어 프론트엔드 엔지니어,Front-end,1,"REACTJS,ES6,REDUX.JS,GRAPHQL"
3942,백엔드 엔지니어,Back-end,0,PYTHON
3943,백엔드,Back-end,0,"PYTHON,GRAPHQL,NODE.JS,JAVA"
3944,모바일 앱개발자,Mobile,5,"SWIFT,KOTLIN,REACT NATIVE"
3945,System Engineer,DevOps,10,
3946,데이터 엔지니어(Python),Data-engineer,7,"PYTHON,AWS LAMBDA,POSTGRESQL"
3947,데이터 엔지니어링 리드(Python),CTO,19,"PYTHON,AWS LAMBDA,POSTGRESQL"
3948,GIS 웹 엔지니어,WEB/Full-stack,2,"JAVASCRIPT,PYTHON,C++,OPENLAYERS,WEBGL"
3949,웹 개발 경력자,WEB/Full-stack,2,"JAVA,SPRING,JSP,MYSQL,MSSQL(MICROSOFT SQL SERVER),ORACLE"
3950,프론트엔드 엔지니어,Front-end,1,"REACTJS,REDUX.JS,TYPESCRIPT,RXJS,CSS,HTML,JAVASCRIPT,ES6"
3951,블록체인 솔루션 개발자,Block-chain,17,"DOCKER,UBUNTU,AZURE LINUX VIRTUAL MACHINES,NODE.JS"
3952,Atlassian 솔루션 엔지니어,Anonymous,22,"CI/CD,GIT,SVN(APACHE SUBVERSION)"
3953,글로벌 게임회사 산업기능요원(보충역)_서버개발자,Game,11,"NODE.JS,MYSQL,AMAZON WEB SERVICES(AWS),GIT,GITHUB,AWS DYNAMODB,REDIS,PHP,MONGODB,NOSQL,LINUX"
3954,프론트엔드 개발자(React.js),Front-end,1,REACTJS
3955,앱/웹 개발자,WEB/Full-stack,2,"JAVASCRIPT,HTML,CSS,NODE.JS"
3956,백엔드 개발자(PHP),PHP-dev,25,"TRAVIS CI,MARIADB,MYSQL,PHP"
3957,머신러닝 엔지니어,Machine-learning,9,"DEEP LEARNING,MACHINE LEARNING,TENSORFLOW,PYTORCH"
3958,프론트엔드 개발자(Vue.js),Front-end,1,VUE.JS
3959,프론트엔드 엔지니어,Front-end,1,"TYPESCRIPT,REACTJS,JAVASCRIPT"
3960,프론트엔드 개발자,Front-end,1,"ES6,CSS,HTML,TYPESCRIPT,JAVASCRIPT,VUE.JS"
3961,백엔드 개발자,Back-end,0,"NGINX,APACHE,AWS BACKUP,PYTHON,DJANGO,NODE.JS,EXPRESSJS"
3962, 시니어 웹 프론트엔드 개발자 (Web Front-end),Front-end,1,"ECMASCRIPT(ES),CSS3,HTML5,ANGULARJS,JAVASCRIPT,VUE.JS,REACTJS"
3963,DevOps엔지니어,DevOps,10,"AWS CLOUDWATCH,AWS LAMBDA,AWS ELASTIC BEANSTALK,AWS ECS,AWS EC2,ELASTIC STACK"
3964,Android 개발자 ,Android,3,"KOTLIN,ANDROID"
3965,안드로이드 엔지니어,Android,3,"JAVA,ANDROID,KOTLIN"
3966,프론트엔드 엔지니어,Front-end,1,"JAVASCRIPT,ANGULARJS,VUE.JS,REACTJS,NODE.JS"
3967,데이터 엔지니어,Data-engineer,7,SQL
3968,iOS 엔지니어,IOS,4,"OBJECTIVE-C,IOS,SWIFT"
3969,백엔드 엔지니어,Back-end,0,"MYSQL,SPRING,NODE.JS,PYTHON,DJANGO"
3970,웹/앱 프론트 개발자,Front-end,1,"WEBRTC,REACT NATIVE,REACTJS"
3971,DevOps 엔지니어,DevOps,10,"PYTHON,JAVA,DOCKER"
3972,프론트엔드 개발자 (산업기능요원 전직/보충역 포함),Front-end,1,
3973,네트워크 엔지니어,DevOps,10,"JAVA,PYTHON"
3974,Backend Developer,Back-end,0,
3975,데이터 엔지니어,Data-engineer,7,"APACHE,APACHE KAFKA,AWS ATHENA,GCP(GOOGLE CLOUD PLATFORM),JAVA"
3976,DevOps Engineer,DevOps,10,KUBERNETES
3977,Data Analyst,Data-analyst,6,
3978,"Messenger 백엔드개발자(Java Kotlin, Websocket) ",JAVA-dev,21,"JAVA,KOTLIN,LINUX"
3979,[숨고] Back-end Engineer (Python),Back-end,0,"PYTHON,DJANGO,AWS LAMBDA,MYSQL,GIT"
3980,Frontend Developer,Front-end,1,
3981,Android Developer,Android,3,
3982,DevOps Lead,DevOps,10,KUBERNETES
3983,Data Engineer,Data-engineer,7,
3984,iOS Developer,IOS,4,
3985,백엔드 서버 개발자(Back-end),Back-end,0,"FLASK,DJANGO,RUBY,LARAVEL,JAVA,RUBY ON RAILS,PYTHON,PHP"
3986,프론트엔드 개발자,Front-end,1,"NODE.JS,REACTJS,VUE.JS,ANGULARJS,REST API,HTML,CSS,REACT NATIVE"
3987,서버(node.js/javascript) 백엔드 개발자,Back-end,0,"AWS S3,MONGODB,AWS EC2,DOCKER,NODE.JS"
3988,백엔드 엔지니어,Back-end,0,"NODE.JS,MYSQL,RUBY,PYTHON,RUBY ON RAILS,AMAZON WEB SERVICES(AWS)"
3989,실감형 공간 솔루션(VR) 엔진개발/클라이언트개발,Unity/AR/VR/3D,20,"UNITY,UNREAL ENGINE,C++"
3990,QA Tester,QA/QC,23,
3991,프론트앤드 개발자,Front-end,1,"REDUX.JS,NEXT.JS,REACTJS"
3992,실감형 공간 솔루션(VR) 백엔드 개발/Golang,Back-end,0,"GOOGLE CLOUD PLATFORM,KUBERNETES,AMAZON WEB SERVICES(AWS),MICROSERVICE ARCHITECTURE,DOCKER,NODE.JS,PYTHON,GO"
3993,웹 서비스 개발자,WEB/Full-stack,2,"VUE.JS,PHP,CSS,HTML,MYSQL,JAVASCRIPT,JAVA"
3994,PHP 웹개발자,PHP-dev,25,"IOS,SWIFT,ANDROID,PHP,JAVA"
3995,[NLU팀]인공지능(AI) 서비스 백엔드(Back-end) 개발자,Back-end,0,"REST API,AZURE,REDIS,PYTHON,JAVA,MYSQL"
3996,Node.js 백엔드 개발자 / Back-end Engineer,Back-end,0,"AWS LAMBDA,NAVER API,CAFE24 API,MOLECULER,POSTGRESQL,NODE.JS"
3997,[음성합성팀] 백엔드(Back-end) 개발자,Back-end,0,
3998,키즈노트 백엔드 개발자,Back-end,0,"DJANGO,GIT"
3999,데이터거버넌스 솔루션 엔진/서버 개발자,Back-end,0,"JSP,JAVA"
4000,베트남 타겟 광고 플랫폼 앱 개발 유질 보수 및 운영,DevOps,10,"JAVA,REACT NATIVE,REACTJS"
4001,(대전) C++/Qt 소프트웨어 개발자,C#/C++/C,24,"OPENCV,QT,C++"
4002,블록체인 코어 개발팀: Blockchain Core 개발,Block-chain,17,"AWS EC2,HYPERLEDGER,DOCKER,GIT,GO"
4003,Technical Architect,DevOps,10,"JAVA,LINUX KERNEL,APACHE HADOOP"
4004,잔돈투자 티클 프론트엔드 개발자 ,Front-end,1,"REACT NATIVE,JAVASCRIPT"
4005,Software Architect,DevOps,10,"REST API,DATA MINING,OAUTH,GCP(GOOGLE CLOUD PLATFORM)"
4006,Storage Engineer,Data-engineer,7,"PUPPETEER,ANSIBLE,RED HAT CEPH STORAGE"
4007,[제주지사] 백엔드 개발자 (Web Backend Developer),Back-end,0,"MONGODB,C#,.NET,MSSQL(MICROSOFT SQL SERVER)"
4008,메시징 서버 개발자,Back-end,0,"GO,SCALA,JAVA"
4009, [제주지사] 신입 백엔드 개발자 (Web Backend Developer),Back-end,0,"PHP,APACHE HTTP SERVER,.NET,C#"
4010,[트립스토어] 프론트엔드 개발자,Front-end,1,"JAVASCRIPT,ANGULAR,REACTJS,CSS,HTML"
4011,데이터베이스 소프트웨어 개발자(C / C++),C#/C++/C,24,"C,C++"
4012,프론트엔드 시니어 개발자,Front-end,1,"MARIADB,CSS3,HTML,ES6,REACTJS,MYSQL,JAVASCRIPT"
4013,웹 페이지 개발,Front-end,1,
4014,웹 백엔드 프로그래머 모집,Back-end,0,"JAVASCRIPT,TYPESCRIPT,NODE.JS"
4015,데이터 엔지니어,Data-engineer,7,"BITBUCKET,GITHUB,REDIS,SQL,PYTHON"
4016,게임 클라이언트 개발자 (Unity) 전문연구요원,Game,11,"C#,C++,UNITY"
4017,시공서비스 Backend Developer,Back-end,0,
4018,자연어처리 개발자 (AI R&D),Machine-learning,9,"BERT,KERAS,TENSORFLOW,MACHINE LEARNING,NLP,PYTHON"
4019,DevOps Engineer,DevOps,10,
4020,물류배송 Backend Developer,Back-end,0,"JAVA,KOTLIN,GIT,SPRING"
4021,Web Frontend 개발자,Front-end,1,
4022,콘텐츠 Backend Developer ,Back-end,0,"PYTHON,JAVA,KOTLIN,RUBY ON RAILS,SPRING BOOT"
4023,데이터 엔지니어 (백엔드 개발),Data-engineer,7,"GIT,REST API,MYSQL,APACHE KAFKA,APACHE SPARK,SPRING BOOT,JAVA"
4024,Machine Learning Engineer,Machine-learning,9,
4025,웹 프론트엔드 개발자,Front-end,1,"REACTJS,CSS,HTML,NEXT.JS,TYPESCRIPT,REST API,GIT,JAVASCRIPT"
4026,AI Developer,Machine-learning,9,"GITLAB,DEEP LEARNING,MACHINE LEARNING"
4027,Data Engineer (신입/경력),Data-engineer,7,
4028,Front-end Engineer,Front-end,1,
4029,Back-end Engineer (Python),Back-end,0,
4030,프론트엔드,Front-end,1,"JAVASCRIPT,ES6,REACTJS"
4031,AI영상면접 Frontend Developer,Front-end,1,"JQUERY,REACTJS,CSS,HTML,JAVASCRIPT"
4032,AI Researcher / Engineer ,Machine-learning,9,"TENSORFLOW,KERAS,NLP"
4033,Back-end Software Engineer (Java),JAVA-dev,21,"AMAZON WEB SERVICES(AWS),JAVASCRIPT,SPRING,REST API,JAVA"
4034,모바일 앱 개발자,Mobile,5,IOS
4035,로봇 관제 서비스 Backend 개발자,Back-end,0,"GCP(GOOGLE CLOUD PLATFORM),DOCKER,DJANGO,GIT,PYTHON"
4036,서버개발자 (Server Developer),Back-end,0,
4037,B2B 오픈마켓 PHP 개발자,PHP-dev,25,"DOCKER,JENKINS,AWS ECS,AWS ELASTICACHE,BITBUCKET,GIT,ELASTICSEARCH,MYSQL,LARAVEL,CODEIGNITER,PHP"
4038,Vrew 데스크탑 앱 개발자,Anonymous,22,"WEBPACK,REACTJS,CSS,JAVASCRIPT,GIT,DOCKER,NODE.JS,PYTHON"
4039,Front-end Software Engineer (React),Front-end,1,"CSS,HTML,JAVASCRIPT,VUE.JS,REST API,REACTJS"
4040,B2B 유통관리 플랫폼 PHP 개발자,PHP-dev,25,"DOCKER,JENKINS,AWS ECS,AWS ELASTICACHE,GIT,BITBUCKET,ELASTICSEARCH,MYSQL,LARAVEL,CODEIGNITER,PHP"
4041,음성인식 엔진 개발,Machine-learning,9,"DEEP LEARNING,C++,C,JAVA,PYTHON"
4042,자바 개발자 모집,JAVA-dev,21,"HTML,JAVA,JAVASCRIPT,VUE.JS,SPRING,MYSQL"
4043, 클라우드 관리시스템 개발 및 운영,DevOps,10,"REACTJS,MYSQL,SPRING,VUE.JS,JAVASCRIPT,JAVA"
4044,Front-end 개발자 (Vue.js),Front-end,1,"GRAPHQL,APOLLO CLIENT,STORYBOOK,JEST,NUXT.JS,REACTJS,VUETIFY.JS,VUE.JS"
